absinthe,11,beverages,"[0, 1, 2, 3]"
nutmeg,6,spices,"[2, 3]"
oak,8,woods_and_mosses,"[2, 3]"
oak leaves,5,greens_herbs_and_fougeres,"[1, 2]"
oakmoss,8,woods_and_mosses,"[2, 3]"
oat,5,greens_herbs_and_fougeres,"[1, 2]"
oily notes,6,spices,"[2, 3]"
olibanum (frankincense),9,resins_and_balsams,"[2, 3]"
olive,2,fruits_vegetables_and_nuts,"[0, 2]"
olive flower,3,flowers,"[0, 1, 2, 3]"
olive leaf,5,greens_herbs_and_fougeres,"[1, 2]"
olive tree,8,woods_and_mosses,"[2, 3]"
oolong tea,5,greens_herbs_and_fougeres,"[1, 2]"
opium,3,flowers,"[0, 1, 2, 3]"
opoponax,9,resins_and_balsams,"[2, 3]"
orange,1,citrus_smells,"[0, 1]"
orange blossom,4,white_flowers,"[0, 2, 3]"
orange cassia tree,3,flowers,"[0, 1, 2, 3]"
orchard blossom,3,flowers,"[0, 1, 2, 3]"
orchid,3,flowers,"[0, 1, 2, 3]"
orchid cactus,3,flowers,"[0, 1, 2, 3]"
orchid leaf,5,greens_herbs_and_fougeres,"[1, 2]"
oregano,5,greens_herbs_and_fougeres,"[1, 2]"
oriental notes,6,spices,"[2, 3]"
orris root,3,flowers,"[0, 1, 2, 3]"
osmanthus,3,flowers,"[0, 1, 2, 3]"
oysters,10,musk_amber_animalic_smells,"[2, 3]"
ozonic notes,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
palisander rosewood,8,woods_and_mosses,"[2, 3]"
palm leaf,5,greens_herbs_and_fougeres,"[1, 2]"
palmarosa,5,greens_herbs_and_fougeres,"[1, 2]"
palo santo,8,woods_and_mosses,"[2, 3]"
pandanus,5,greens_herbs_and_fougeres,"[1, 2]"
panna cotta,7,sweets_and_gourmand_smells,"[3]"
pansy,3,flowers,"[0, 1, 2, 3]"
papaya,2,fruits_vegetables_and_nuts,"[0, 2]"
papaya blossom,3,flowers,"[0, 1, 2, 3]"
paper,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
paperbark,8,woods_and_mosses,"[2, 3]"
papyrus,8,woods_and_mosses,"[2, 3]"
para-cresyl phenyl acetate,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
paradisone,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
paramela,3,flowers,"[0, 1, 2, 3]"
parsley,5,greens_herbs_and_fougeres,"[1, 2]"
passion flower,3,flowers,"[0, 1, 2, 3]"
passionfruit,2,fruits_vegetables_and_nuts,"[0, 2]"
pataqueira,3,flowers,"[0, 1, 2, 3]"
patchouli,8,woods_and_mosses,"[2, 3]"
pea,2,fruits_vegetables_and_nuts,"[0, 2]"
peach,2,fruits_vegetables_and_nuts,"[0, 2]"
peach blossom,3,flowers,"[0, 1, 2, 3]"
peach leaf,5,greens_herbs_and_fougeres,"[1, 2]"
peanut,2,fruits_vegetables_and_nuts,"[0, 2]"
pear,2,fruits_vegetables_and_nuts,"[0, 2]"
pear blossom,3,flowers,"[0, 1, 2, 3]"
pear ice cream,7,sweets_and_gourmand_smells,"[3]"
pear leaf,5,greens_herbs_and_fougeres,"[1, 2]"
pear tree,8,woods_and_mosses,"[2, 3]"
peat,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
pebbles,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
pecan,2,fruits_vegetables_and_nuts,"[0, 2]"
pelargonium,3,flowers,"[0, 1, 2, 3]"
peony,3,flowers,"[0, 1, 2, 3]"
pepper,6,spices,"[2, 3]"
peppertree,6,spices,"[2, 3]"
pepperwood or hercules club,8,woods_and_mosses,"[2, 3]"
periwinkle,3,flowers,"[0, 1, 2, 3]"
persimmon,2,fruits_vegetables_and_nuts,"[0, 2]"
peru balsam,9,resins_and_balsams,"[2, 3]"
petalia,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
petitgrain,1,citrus_smells,"[0, 1]"
petunia,3,flowers,"[0, 1, 2, 3]"
phlox,3,flowers,"[0, 1, 2, 3]"
pimento,6,spices,"[2, 3]"
pimento leaf,6,spices,"[2, 3]"
pimento seeds,6,spices,"[2, 3]"
pina colada,11,beverages,"[0, 1, 2, 3]"
pine tree,8,woods_and_mosses,"[2, 3]"
pineapple,2,fruits_vegetables_and_nuts,"[0, 2]"
pineapple blossom,3,flowers,"[0, 1, 2, 3]"
pink pepper,6,spices,"[2, 3]"
pinot noir grapes,2,fruits_vegetables_and_nuts,"[0, 2]"
pistachio,2,fruits_vegetables_and_nuts,"[0, 2]"
pitahaya,2,fruits_vegetables_and_nuts,"[0, 2]"
pitanga,2,fruits_vegetables_and_nuts,"[0, 2]"
pittosporum,3,flowers,"[0, 1, 2, 3]"
plastic,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
plum,2,fruits_vegetables_and_nuts,"[0, 2]"
plum blossom,3,flowers,"[0, 1, 2, 3]"
plum tree,8,woods_and_mosses,"[2, 3]"
poinsettia,3,flowers,"[0, 1, 2, 3]"
pollen,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
polygonum,5,greens_herbs_and_fougeres,"[1, 2]"
pomarose,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
pomegranate,2,fruits_vegetables_and_nuts,"[0, 2]"
pomegranate blossom,3,flowers,"[0, 1, 2, 3]"
pomelo,1,citrus_smells,"[0, 1]"
popcorn,7,sweets_and_gourmand_smells,"[3]"
poplar (populus) buds,9,resins_and_balsams,"[2, 3]"
poppy,3,flowers,"[0, 1, 2, 3]"
port wine,11,beverages,"[0, 1, 2, 3]"
portulaca or pigweed,5,greens_herbs_and_fougeres,"[1, 2]"
powdery notes,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
praline,7,sweets_and_gourmand_smells,"[3]"
primrose,3,flowers,"[0, 1, 2, 3]"
princess tree (paulownia),3,flowers,"[0, 1, 2, 3]"
priprioca,6,spices,"[2, 3]"
privet,3,flowers,"[0, 1, 2, 3]"
profiterole,7,sweets_and_gourmand_smells,"[3]"
prosecco,11,beverages,"[0, 1, 2, 3]"
prunella,3,flowers,"[0, 1, 2, 3]"
pua keni keni (pua-lulu),8,woods_and_mosses,"[2, 3]"
pumpkin,2,fruits_vegetables_and_nuts,"[0, 2]"
punch,11,beverages,"[0, 1, 2, 3]"
quince,2,fruits_vegetables_and_nuts,"[0, 2]"
rain notes,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
rainbow sorbet,7,sweets_and_gourmand_smells,"[3]"
raki,11,beverages,"[0, 1, 2, 3]"
rambutan,2,fruits_vegetables_and_nuts,"[0, 2]"
rangoon creeper,3,flowers,"[0, 1, 2, 3]"
raspberry,2,fruits_vegetables_and_nuts,"[0, 2]"
raspberry blossom,3,flowers,"[0, 1, 2, 3]"
ravenala,8,woods_and_mosses,"[2, 3]"
ravensara,8,woods_and_mosses,"[2, 3]"
red algae,5,greens_herbs_and_fougeres,"[1, 2]"
red apple,2,fruits_vegetables_and_nuts,"[0, 2]"
red berries,2,fruits_vegetables_and_nuts,"[0, 2]"
red currant,2,fruits_vegetables_and_nuts,"[0, 2]"
red fruits,2,fruits_vegetables_and_nuts,"[0, 2]"
red willow,8,woods_and_mosses,"[2, 3]"
red wine,11,beverages,"[0, 1, 2, 3]"
reed,5,greens_herbs_and_fougeres,"[1, 2]"
reseda,3,flowers,"[0, 1, 2, 3]"
resins,9,resins_and_balsams,"[2, 3]"
rhododendron,3,flowers,"[0, 1, 2, 3]"
rhubarb,2,fruits_vegetables_and_nuts,"[0, 2]"
rice,5,greens_herbs_and_fougeres,"[1, 2]"
rice pudding,7,sweets_and_gourmand_smells,"[3]"
rooibos red tea,5,greens_herbs_and_fougeres,"[1, 2]"
rosa rubiginosa,3,flowers,"[0, 1, 2, 3]"
rose,3,flowers,"[0, 1, 2, 3]"
rose hip,3,flowers,"[0, 1, 2, 3]"
rose jam,7,sweets_and_gourmand_smells,"[3]"
rose japanese (hamanasu),3,flowers,"[0, 1, 2, 3]"
rose leaf,5,greens_herbs_and_fougeres,"[1, 2]"
rose mallow,3,flowers,"[0, 1, 2, 3]"
rose thorn,5,greens_herbs_and_fougeres,"[1, 2]"
rosebay willowherb,3,flowers,"[0, 1, 2, 3]"
rosemary,5,greens_herbs_and_fougeres,"[1, 2]"
rubber,9,resins_and_balsams,"[2, 3]"
rue,5,greens_herbs_and_fougeres,"[1, 2]"
rum,11,beverages,"[0, 1, 2, 3]"
rumex,5,greens_herbs_and_fougeres,"[1, 2]"
rye,5,greens_herbs_and_fougeres,"[1, 2]"
safflower,3,flowers,"[0, 1, 2, 3]"
saffron,6,spices,"[2, 3]"
safraleine,6,spices,"[2, 3]"
sage,5,greens_herbs_and_fougeres,"[1, 2]"
sainfoins,3,flowers,"[0, 1, 2, 3]"
sake,11,beverages,"[0, 1, 2, 3]"
salt,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
saman,8,woods_and_mosses,"[2, 3]"
sand,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
sandalwood,8,woods_and_mosses,"[2, 3]"
sangria,11,beverages,"[0, 1, 2, 3]"
santolina,3,flowers,"[0, 1, 2, 3]"
sapodilla,2,fruits_vegetables_and_nuts,"[0, 2]"
satin,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
satinwood,8,woods_and_mosses,"[2, 3]"
satureja,5,greens_herbs_and_fougeres,"[1, 2]"
saw palmetto,5,greens_herbs_and_fougeres,"[1, 2]"
sea buckthorn,2,fruits_vegetables_and_nuts,"[0, 2]"
sea shells,10,musk_amber_animalic_smells,"[2, 3]"
sea water,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
seaweed,5,greens_herbs_and_fougeres,"[1, 2]"
sequoia,8,woods_and_mosses,"[2, 3]"
sesame,6,spices,"[2, 3]"
shiso,5,greens_herbs_and_fougeres,"[1, 2]"
siam,8,woods_and_mosses,"[2, 3]"
sichuan pepper,6,spices,"[2, 3]"
"sideritis, mountain tea",5,greens_herbs_and_fougeres,"[1, 2]"
silk,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
silk tree blossom,3,flowers,"[0, 1, 2, 3]"
silk vine or milk broom,5,greens_herbs_and_fougeres,"[1, 2]"
skin,10,musk_amber_animalic_smells,"[2, 3]"
skunk cabbage,5,greens_herbs_and_fougeres,"[1, 2]"
slate,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
smoke,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
snake plant,5,greens_herbs_and_fougeres,"[1, 2]"
snow,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
snowberry,2,fruits_vegetables_and_nuts,"[0, 2]"
snowdrops,3,flowers,"[0, 1, 2, 3]"
sodium silicate,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
solar notes,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
solomon`s seal,3,flowers,"[0, 1, 2, 3]"
sorbet,7,sweets_and_gourmand_smells,"[3]"
sour cherry,2,fruits_vegetables_and_nuts,"[0, 2]"
sour cherry blossom,3,flowers,"[0, 1, 2, 3]"
soursop,2,fruits_vegetables_and_nuts,"[0, 2]"
soybean,2,fruits_vegetables_and_nuts,"[0, 2]"
spanish broom,3,flowers,"[0, 1, 2, 3]"
spicy notes,6,spices,"[2, 3]"
spinach,5,greens_herbs_and_fougeres,"[1, 2]"
spiraea,3,flowers,"[0, 1, 2, 3]"
spray paint,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
spruce,8,woods_and_mosses,"[2, 3]"
spun sugar,7,sweets_and_gourmand_smells,"[3]"
squash,2,fruits_vegetables_and_nuts,"[0, 2]"
st. john's wort,3,flowers,"[0, 1, 2, 3]"
star anise,6,spices,"[2, 3]"
star apple,2,fruits_vegetables_and_nuts,"[0, 2]"
starfish,10,musk_amber_animalic_smells,"[2, 3]"
stephanotis,4,white_flowers,"[0, 2, 3]"
strawberry,2,fruits_vegetables_and_nuts,"[0, 2]"
strawberry leaf,5,greens_herbs_and_fougeres,"[1, 2]"
strawberry syrup,7,sweets_and_gourmand_smells,"[3]"
strelitzia,3,flowers,"[0, 1, 2, 3]"
strobilanthes callosus,3,flowers,"[0, 1, 2, 3]"
styrax,9,resins_and_balsams,"[2, 3]"
suede,10,musk_amber_animalic_smells,"[2, 3]"
sugar,7,sweets_and_gourmand_smells,"[3]"
sumac,6,spices,"[2, 3]"
sundew,5,greens_herbs_and_fougeres,"[1, 2]"
sunflower,3,flowers,"[0, 1, 2, 3]"
suntan lotion,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
surf wax,9,resins_and_balsams,"[2, 3]"
sweet grass,5,greens_herbs_and_fougeres,"[1, 2]"
sweet pea,3,flowers,"[0, 1, 2, 3]"
sycamore,8,woods_and_mosses,"[2, 3]"
sylkolide,10,musk_amber_animalic_smells,"[2, 3]"
syringa,4,white_flowers,"[0, 2, 3]"
syrup,11,beverages,"[0, 1, 2, 3]"
taif rose,3,flowers,"[0, 1, 2, 3]"
takamaka,8,woods_and_mosses,"[2, 3]"
talc,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
tamarind,6,spices,"[2, 3]"
tamarisk,3,flowers,"[0, 1, 2, 3]"
tangelo,1,citrus_smells,"[0, 1]"
tangerine,1,citrus_smells,"[0, 1]"
tangerine blossom,4,white_flowers,"[0, 2, 3]"
tansy,5,greens_herbs_and_fougeres,"[1, 2]"
tarragon,5,greens_herbs_and_fougeres,"[1, 2]"
tayberry,2,fruits_vegetables_and_nuts,"[0, 2]"
tea,5,greens_herbs_and_fougeres,"[1, 2]"
tea tree oil,9,resins_and_balsams,"[2, 3]"
teak wood,8,woods_and_mosses,"[2, 3]"
tennis ball,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
tequila,11,beverages,"[0, 1, 2, 3]"
thailand oud,8,woods_and_mosses,"[2, 3]"
thistle,5,greens_herbs_and_fougeres,"[1, 2]"
thuja,8,woods_and_mosses,"[2, 3]"
thyme,5,greens_herbs_and_fougeres,"[1, 2]"
ti leaf (cordilyne),5,greens_herbs_and_fougeres,"[1, 2]"
tiare flower,4,white_flowers,"[0, 2, 3]"
tiramisu,7,sweets_and_gourmand_smells,"[3]"
tobacco,5,greens_herbs_and_fougeres,"[1, 2]"
tobacco blossom,3,flowers,"[0, 1, 2, 3]"
toffee,7,sweets_and_gourmand_smells,"[3]"
tokaji wine,11,beverages,"[0, 1, 2, 3]"
tolu balsam,10,musk_amber_animalic_smells,"[2, 3]"
tomato,2,fruits_vegetables_and_nuts,"[0, 2]"
tomato leaf,5,greens_herbs_and_fougeres,"[1, 2]"
tonic water,11,beverages,"[0, 1, 2, 3]"
tonka bean,6,spices,"[2, 3]"
toscanol,6,spices,"[2, 3]"
trillium,3,flowers,"[0, 1, 2, 3]"
tropical fruits,2,fruits_vegetables_and_nuts,"[0, 2]"
truffle,10,musk_amber_animalic_smells,"[2, 3]"
tuberose,4,white_flowers,"[0, 2, 3]"
tulip,3,flowers,"[0, 1, 2, 3]"
tulle accord,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
tulsi,5,greens_herbs_and_fougeres,"[1, 2]"
turnera diffusa (damiana),8,woods_and_mosses,"[2, 3]"
umbu-caja | tapereba,2,fruits_vegetables_and_nuts,"[0, 2]"
valerian,5,greens_herbs_and_fougeres,"[1, 2]"
vanilla,6,spices,"[2, 3]"
varnish accord,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
velvet,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
vermouth,11,beverages,"[0, 1, 2, 3]"
vetiver,8,woods_and_mosses,"[2, 3]"
vine,5,greens_herbs_and_fougeres,"[1, 2]"
vinyl,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
violet,3,flowers,"[0, 1, 2, 3]"
violet leaf,5,greens_herbs_and_fougeres,"[1, 2]"
violet woodsorrel,3,flowers,"[0, 1, 2, 3]"
vodka,11,beverages,"[0, 1, 2, 3]"
wallflower,3,flowers,"[0, 1, 2, 3]"
walnut,2,fruits_vegetables_and_nuts,"[0, 2]"
wan sao lhong,6,spices,"[2, 3]"
wasabi,6,spices,"[2, 3]"
water,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
water fruit,2,fruits_vegetables_and_nuts,"[0, 2]"
water hyacinth,3,flowers,"[0, 1, 2, 3]"
water lily,3,flowers,"[0, 1, 2, 3]"
water pepper,6,spices,"[2, 3]"
watermelon,2,fruits_vegetables_and_nuts,"[0, 2]"
west indian bay,6,spices,"[2, 3]"
wet plaster,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
wheat,5,greens_herbs_and_fougeres,"[1, 2]"
whiskey,11,beverages,"[0, 1, 2, 3]"
white chocolate,7,sweets_and_gourmand_smells,"[3]"
white currant,2,fruits_vegetables_and_nuts,"[0, 2]"
white flowers,4,white_flowers,"[0, 2, 3]"
white ginger lily,3,flowers,"[0, 1, 2, 3]"
white oud,8,woods_and_mosses,"[2, 3]"
white tobacco,4,white_flowers,"[0, 2, 3]"
white willow,8,woods_and_mosses,"[2, 3]"
white wine,11,beverages,"[0, 1, 2, 3]"
wild strawberry,2,fruits_vegetables_and_nuts,"[0, 2]"
wildflowers,3,flowers,"[0, 1, 2, 3]"
wine lees,11,beverages,"[0, 1, 2, 3]"
winterberry,2,fruits_vegetables_and_nuts,"[0, 2]"
wisteria,3,flowers,"[0, 1, 2, 3]"
wolfberry,2,fruits_vegetables_and_nuts,"[0, 2]"
woody notes,8,woods_and_mosses,"[2, 3]"
woody zion,8,woods_and_mosses,"[2, 3]"
wool,12,netural_and_synthetic_popular_and_weird,"[0, 1, 2, 3]"
wormwood,5,greens_herbs_and_fougeres,"[1, 2]"
wrightia,3,flowers,"[0, 1, 2, 3]"
yarrow,5,greens_herbs_and_fougeres,"[1, 2]"
yellow cherry,2,fruits_vegetables_and_nuts,"[0, 2]"
ylang-ylang,3,flowers,"[0, 1, 2, 3]"
yogurt,7,sweets_and_gourmand_smells,"[3]"
yohimbe,8,woods_and_mosses,"[2, 3]"
yumberry,2,fruits_vegetables_and_nuts,"[0, 2]"
yunnan red tea,5,greens_herbs_and_fougeres,"[1, 2]"
yuzu,1,citrus_smells,"[0, 1]"
yuzu flower,3,flowers,"[0, 1, 2, 3]"
zinnia,3,flowers,"[0, 1, 2, 3]"
